epoch,train_loss,val_loss,accuracy,miou,bf1,precision,recall,f1
1,0.2283635280198521,0.14197617840199245,0.9769821166992188,0.8824479321694987,0.06234630508445527,0.883585204651373,0.998540404059661,0.9372699720128436
2,0.11178353125298465,0.1336637990815299,0.9783859252929688,0.888341176860619,0.03891432713678019,0.888528622645702,0.9997619264642815,0.9406153603112745
3,0.09929881474854034,0.12182679914292835,0.9880523681640625,0.9141861958525165,0.15769789581166915,0.9151275782530978,0.998863614980233,0.9549431542149072
